evaluation_slice,task,target,model_name,group_column,group_value,dataset_split,n_obs_full,auroc_full,log_loss_full,brier_score_full,expected_calibration_error_full,rmse_full,mae_full,n_obs_context_plus_motion,auroc_context_plus_motion,log_loss_context_plus_motion,brier_score_context_plus_motion,expected_calibration_error_context_plus_motion,rmse_context_plus_motion,mae_context_plus_motion,improvement_auroc,improvement_log_loss,improvement_brier_score,improvement_expected_calibration_error,improvement_rmse,improvement_mae,candidate_feature_set,baseline_feature_set
all,regression,epa,ridge_regression,starting_hash,L,test,9159,,,,,1.7559650471274155,1.2533007209214226,9159,,,,,1.756244681795628,1.2529672050535952,,,,,0.00027963466821256944,-0.000333515867827483,full,context_plus_motion
all,regression,epa,ridge_regression,starting_hash,M,test,2114,,,,,1.7419595353348483,1.236351431123222,2114,,,,,1.7415831337241006,1.235337703585967,,,,,-0.00037640161074770084,-0.001013727537255038,full,context_plus_motion
all,regression,epa,ridge_regression,starting_hash,R,test,8616,,,,,1.7113518561537802,1.2266711463713247,8616,,,,,1.7101392814102665,1.224752286848191,,,,,-0.0012125747435136613,-0.0019188595231336425,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,box_bucket,standard_box,test,103,0.5891812865497076,0.5651506200241572,0.18986904694351153,0.08408159229017201,,,103,0.5433723196881092,0.5785312779041918,0.1946006035458278,0.07469885334703105,,,0.04580896686159841,0.013380657880034619,0.004731556602316278,-0.009382738943140956,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,distance_bucket,long,test,92,0.553875236294896,0.5689414730745627,0.1914701787841619,0.05769365893951151,,,92,0.5872715816005041,0.5559035590613979,0.18488204085497018,0.0605793721645837,,,-0.03339634530560809,-0.013037914013164786,-0.0065881379291917175,0.002885713225072188,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,down_bucket,early_down,test,96,0.5379652605459058,0.6387403160814742,0.22124721564534977,0.07407230279305614,,,96,0.5245657568238213,0.6502643602090671,0.2240760679343897,0.07426491197132759,,,0.013399503722084427,0.011524044127592892,0.0028288522890399237,0.00019260917827144952,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,field_zone,backed_up,test,84,0.5094217024041585,0.6474173041580074,0.22500665650294688,0.07502184999813641,,,84,0.5341130604288499,0.6479768743755502,0.22312454097755272,0.05846715367896007,,,-0.024691358024691357,0.0005595702175428263,-0.0018821155253941624,-0.01655469631917634,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,pressure_bucket,standard_rush,test,143,0.5808080808080808,0.6062007173348952,0.20695550103575175,0.07129642360996732,,,143,0.5702479338842976,0.6206065225185555,0.21212948597448916,0.05357210979562452,,,0.010560146923783154,0.014405805183660303,0.005173984938737414,-0.017724313814342807,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,qb_location,S,test,115,0.5966735966735967,0.6072193256319224,0.20816200757484685,0.0959362545743999,,,115,0.6001386001386002,0.6181864578213532,0.21240769203100135,0.03837271612420118,,,-0.0034650034650035577,0.010967132189430795,0.004245684456154503,-0.05756353845019872,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,score_state,one_score,test,67,0.5191489361702127,0.6172592431829513,0.2098687895302522,0.08261724399632911,,,67,0.5276595744680851,0.6355843851403826,0.2158367526874299,0.07194458079295726,,,-0.008510638297872353,0.01832514195743129,0.005967963157177708,-0.010672663203371846,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,score_state,trailing_big,test,55,0.5541795665634675,0.6231142850320018,0.21615364308478008,0.125121050851449,,,55,0.5386996904024768,0.6231718734681182,0.2156131250568401,0.08059888122095293,,,0.015479876160990669,5.758843611636255e-05,-0.0005405180279399735,-0.04452216963049607,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,starting_hash,L,test,66,0.5175619834710743,0.6504492103747961,0.22453829481003218,0.13956615220203192,,,66,0.44214876033057854,0.6902296423485437,0.23944471848269133,0.13223911810465108,,,0.07541322314049576,0.03978043197374759,0.014906423672659153,-0.007327034097380836,,,full,context_plus_motion
tracking_only,classification,completion,gradient_boosting,starting_hash,R,test,60,0.705026455026455,0.5562328086038774,0.1867088388230718,0.07663406689247675,,,60,0.7328042328042328,0.5601770149491488,0.18869321813752657,0.06768787207765245,,,-0.02777777777777779,0.003944206345271484,0.001984379314454776,-0.008946194814824296,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,box_bucket,standard_box,test,103,0.5916179337231969,0.6047570850509231,0.20855509771087857,0.120189527623983,,,103,0.5253411306042886,0.6336349758039149,0.22105629779443065,0.14212729706854124,,,0.06627680311890838,0.028877890752991853,0.012501200083552072,0.021937769444558247,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,distance_bucket,long,test,92,0.5570258349086327,0.601214831201284,0.20588059751630383,0.13866991017637717,,,92,0.5589161940768745,0.606531532414686,0.20811610701672353,0.14496308799162627,,,-0.001890359168241873,0.0053167012134019975,0.0022355095004197023,0.006293177815249101,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,down_bucket,early_down,test,96,0.5493796526054591,0.6391131501411187,0.22213599439010231,0.08906557670374496,,,96,0.5220843672456575,0.6499124524840284,0.2274454226290762,0.11845773747387159,,,0.027295285359801524,0.010799302342909711,0.005309428238973873,0.02939216077012663,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,field_zone,backed_up,test,84,0.5263157894736842,0.661658873679355,0.2322544663182504,0.12003060699019018,,,84,0.48538011695906436,0.6667368867162562,0.23573867809000149,0.09473777415844441,,,0.040935672514619825,0.005078013036901141,0.0034842117717510945,-0.02529283283174577,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,pressure_bucket,standard_rush,test,143,0.5633608815426998,0.6345468652899601,0.2205922237924937,0.09381726472611746,,,143,0.5165289256198348,0.653896657870212,0.2299967381912974,0.11762585658795513,,,0.04683195592286504,0.019349792580251934,0.009404514398803687,0.023808591861837675,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,qb_location,S,test,115,0.5651420651420651,0.6394567825973837,0.22329104572917538,0.11602025347458919,,,115,0.5311850311850312,0.6529386583493464,0.229925850920657,0.10115078262972363,,,0.033957033957033866,0.01348187575196269,0.00663480519148163,-0.014869470844865562,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,score_state,one_score,test,67,0.5223404255319148,0.6544783490329524,0.22887624678355528,0.13770189936606916,,,67,0.42659574468085104,0.6845122450788396,0.24396755356253916,0.17278147570911867,,,0.0957446808510638,0.030033896045887132,0.015091306778983876,0.03507957634304951,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,score_state,trailing_big,test,55,0.5278637770897833,0.6457734003834105,0.2264795560122962,0.1268742987956069,,,55,0.5232198142414861,0.6531956026084264,0.23032894953970443,0.12099024915370563,,,0.004643962848297156,0.007422202225015884,0.0038493935274082347,-0.005884049641901284,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,starting_hash,L,test,66,0.5444214876033058,0.662167687081218,0.23265318807207488,0.10908313831698764,,,66,0.47417355371900827,0.6853095883813314,0.24418122496160943,0.15616240509366916,,,0.07024793388429751,0.0231419013001134,0.011528036889534549,0.04707926677668152,,,full,context_plus_motion
tracking_only,classification,completion,logistic_regression,starting_hash,R,test,60,0.5992063492063492,0.5986843445273167,0.20388010253830968,0.0830099939530139,,,60,0.5661375661375662,0.6216738753287913,0.21511348357708576,0.10901496794219036,,,0.033068783068783025,0.02298953080147459,0.01123338103877608,0.026004973989176464,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,box_bucket,standard_box,test,103,0.6870967741935483,0.2958832465691253,0.08663171843635807,0.04370337274623998,,,103,0.7354838709677419,0.28462652076929945,0.081538790140033,0.024819866712101422,,,-0.048387096774193616,-0.01125672579982584,-0.005092928296325072,-0.018883506034138554,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,distance_bucket,long,test,92,0.6857463524130192,0.3482333146369431,0.10359275864815294,0.04977738790045159,,,92,0.7519640852974186,0.3207798050603745,0.09532429309761051,0.038756637066794254,,,-0.06621773288439947,-0.027453509576568613,-0.008268465550542434,-0.011020750833657333,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,down_bucket,early_down,test,96,0.7727272727272727,0.2509662508167841,0.07228449468045878,0.03094645537343234,,,96,0.8494318181818182,0.2334144545479743,0.06628426881438595,0.04626634463555939,,,-0.07670454545454553,-0.01755179626880979,-0.0060002258660728225,0.015319889262127052,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,field_zone,backed_up,test,84,0.6883116883116883,0.27602696365006957,0.0770454016071513,0.02526495464470176,,,84,0.7161410018552875,0.2686116181237844,0.07199750509159879,0.06493560446747795,,,-0.027829313543599188,-0.007415345526285144,-0.0050478965155525135,0.0396706498227762,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,pressure_bucket,standard_rush,test,143,0.7137320044296789,0.29607060639711846,0.08550551655092956,0.03079306765999655,,,143,0.7320044296788483,0.28513682406842805,0.0812389708067329,0.02535026616002922,,,-0.01827242524916939,-0.010933782328690411,-0.004266545744196659,-0.005442801499967332,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,qb_location,S,test,115,0.7133333333333334,0.2725051444798674,0.07650232070791187,0.012568080041352335,,,115,0.700952380952381,0.2728495451636621,0.07583569641664707,0.0102284113187242,,,0.012380952380952381,0.00034440068379471,-0.0006666242912647946,-0.0023396687226281358,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,score_state,one_score,test,67,0.6785714285714286,0.22122900242162846,0.0587403484735618,0.03791687699165625,,,67,0.7896825396825397,0.21155249886726915,0.05499498197596483,0.06600710293077348,,,-0.11111111111111105,-0.009676503554359311,-0.0037453664975969705,0.028090225939117232,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,score_state,trailing_big,test,55,0.7113095238095238,0.36010417948444945,0.10524981236713031,0.04105066824448042,,,55,0.6845238095238095,0.3592093597893514,0.10519179854909334,0.03625733692790299,,,0.0267857142857143,-0.0008948196950980258,-5.8013818036967146e-05,-0.004793331316577429,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,starting_hash,L,test,66,0.585956416464891,0.3450611203797421,0.09770693769930829,0.040236064380859776,,,66,0.7142857142857142,0.30701116589363037,0.0862762821785437,0.061114458905214164,,,-0.12832929782082314,-0.03804995448611176,-0.011430655520764582,0.020878394524354388,,,full,context_plus_motion
tracking_only,classification,explosive,gradient_boosting,starting_hash,R,test,60,0.8973214285714285,0.19989996661850506,0.0550098736641077,0.03552284358038737,,,60,0.8258928571428572,0.21953675069300962,0.05865647035477053,0.0427938230854483,,,0.07142857142857129,0.01963678407450456,0.0036465966906628275,0.007270979505060934,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,box_bucket,standard_box,test,103,0.7397849462365591,0.8217829397904909,0.3082123828312826,0.4447712604656981,,,103,0.6688172043010753,0.9143679827405746,0.34562052249192704,0.47799969993117714,,,0.07096774193548383,0.09258504295008374,0.037408139660644435,0.03322843946547904,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,distance_bucket,long,test,92,0.7317620650953984,0.8207342368853748,0.3041946103388529,0.4348563968036024,,,92,0.7194163860830527,0.9069312201991507,0.3396659413886108,0.47337877815849466,,,0.012345679012345734,0.0861969833137759,0.03547133104975786,0.03852238135489228,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,down_bucket,early_down,test,96,0.8068181818181819,0.7652049794258611,0.2837013751272445,0.43650764069840076,,,96,0.7826704545454546,0.8807103536728044,0.33008890773956107,0.48207965538102543,,,0.024147727272727293,0.1155053742469433,0.04638753261231654,0.04557201468262467,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,field_zone,backed_up,test,84,0.7792207792207793,0.9268578779267859,0.3487826880287195,0.5187309119055792,,,84,0.7736549165120593,1.0248083734115665,0.3918732037411129,0.5622115335770017,,,0.005565862708719949,0.09795049548478063,0.04309051571239342,0.043480621671422526,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,pressure_bucket,standard_rush,test,143,0.7464008859357697,0.7994708789197077,0.29744455315036805,0.43621801291345724,,,143,0.7170542635658914,0.8979237339777286,0.3388591441960924,0.47765067364025804,,,0.029346622369878284,0.09845285505802093,0.04141459104572437,0.041432660726800796,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,qb_location,S,test,115,0.7495238095238095,0.7629365801656335,0.2812279445790329,0.425521944721932,,,115,0.6942857142857143,0.8426261106207044,0.3162730719128179,0.4599075716428539,,,0.0552380952380952,0.07968953045507088,0.03504512733378501,0.0343856269209219,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,score_state,one_score,test,67,0.7420634920634921,0.9194972879918667,0.3492235956612293,0.5035990554954499,,,67,0.7182539682539683,1.0302495264745448,0.39361123737789605,0.543875511027291,,,0.023809523809523836,0.11075223848267812,0.04438764171666676,0.040276455531841115,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,score_state,trailing_big,test,55,0.7976190476190476,0.6757814831762211,0.24313096207012314,0.37424013014173163,,,55,0.7083333333333334,0.7846987234527202,0.2898921765284486,0.41832834861868495,,,0.08928571428571419,0.10891724027649907,0.046761214458325484,0.04408821847695332,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,starting_hash,L,test,66,0.7215496368038741,0.7570814503921086,0.27983509136983825,0.4015644064773116,,,66,0.8014527845036319,0.8130142561434314,0.3046224361712742,0.4407105557720514,,,-0.07990314769975781,0.055932805751322756,0.024787344801435962,0.03914614929473981,,,full,context_plus_motion
tracking_only,classification,explosive,logistic_regression,starting_hash,R,test,60,0.7321428571428571,0.8734634014179796,0.3265379883606277,0.4927874282560896,,,60,0.5267857142857143,1.0488388101860346,0.39852456674015113,0.5483014080693344,,,0.2053571428571428,0.17537540876805502,0.07198657837952344,0.05551397981324474,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,box_bucket,standard_box,test,103,0.5118773946360153,0.6937636096552898,0.2501544913282487,0.1111756550611701,,,103,0.5448275862068965,0.6885178356416325,0.24764455647914588,0.02032241019205617,,,-0.03295019157088119,-0.005245774013657334,-0.0025099348491028073,-0.09085324486911392,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,distance_bucket,long,test,92,0.4926435690555292,0.7134195480654055,0.25889292210787845,0.08738692227961134,,,92,0.5225439012814428,0.7059766334587781,0.2554766935605253,0.07166918878277741,,,-0.029900332225913595,-0.007442914606627382,-0.0034162285473531284,-0.015717733496833933,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,down_bucket,early_down,test,96,0.5164930555555556,0.7052393471171547,0.2555149464030126,0.09508895766864885,,,96,0.5104166666666667,0.7038622772065036,0.2550311564134106,0.0563593765225605,,,0.0060763888888888395,-0.0013770699106511186,-0.0004837899896019682,-0.03872958114608835,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,field_zone,backed_up,test,84,0.4588769143505389,0.7374547311458377,0.2701939282856708,0.15532087165510108,,,84,0.5048213272830402,0.7227429615501069,0.2637314704724501,0.10048526296241404,,,-0.04594441293250129,-0.01471176959573084,-0.00646245781322069,-0.05483560869268704,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,pressure_bucket,standard_rush,test,143,0.5617647058823529,0.6924112502257755,0.24889398619573821,0.07061484765742243,,,143,0.528235294117647,0.7046422191190028,0.2550326259464398,0.04402740182063337,,,0.03352941176470592,0.012230968893227279,0.006138639750701558,-0.026587445836789063,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,qb_location,S,test,115,0.6247717589774802,0.6704090577820797,0.2382133335963837,0.0915703636710792,,,115,0.5690809494826536,0.6913316427560989,0.24848072106971536,0.03215608223030368,,,0.05569080949482652,0.02092258497401922,0.010267387473331668,-0.05941428144077551,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,score_state,one_score,test,67,0.5540293040293041,0.6754945521935715,0.24116353327902973,0.11528079955717262,,,67,0.5485347985347986,0.6861621452307874,0.24623234258512117,0.06889481541470834,,,0.005494505494505475,0.010667593037215983,0.005068809306091437,-0.04638598414246428,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,score_state,trailing_big,test,55,0.5517241379310345,0.7241266415594128,0.26314417075061053,0.11810206260402437,,,55,0.49999999999999994,0.7302427372558526,0.26693746056574386,0.11824535206123349,,,0.05172413793103453,0.006116095696439894,0.003793289815133327,0.00014328945720912256,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,starting_hash,L,test,66,0.5200372786579683,0.7229398006992143,0.2640803628817896,0.1414670452458776,,,66,0.4808946877912395,0.7331139195191476,0.26935887840179457,0.14334007916908223,,,0.03914259086672883,0.010174118819933353,0.005278515520004967,0.00187303392320462,,,full,context_plus_motion
tracking_only,classification,success,gradient_boosting,starting_hash,R,test,60,0.6434285714285715,0.6595535564069147,0.23223498184898264,0.0868047522288424,,,60,0.5977142857142856,0.6829012631670361,0.2437441347172516,0.10732256602053389,,,0.04571428571428582,0.023347706760121434,0.011509152868268951,0.020517813791691486,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,box_bucket,standard_box,test,103,0.5846743295019157,0.6793760574259883,0.24258366016462676,0.0940353643273185,,,103,0.5371647509578545,0.6926982424056367,0.2488914933120359,0.060783062280631094,,,0.047509578544061126,0.013322184979648433,0.006307833147409125,-0.03325230204668741,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,distance_bucket,long,test,92,0.5377313716184148,0.7045823938915791,0.25421401947956496,0.12681262284179243,,,92,0.5201708590412909,0.7042146000964663,0.2547553055854213,0.09188251833208157,,,0.017560512577123877,-0.00036779379511275856,0.0005412861058563534,-0.03493010450971086,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,down_bucket,early_down,test,96,0.5533854166666666,0.733653164561238,0.266660316013768,0.15582251074453074,,,96,0.5043402777777778,0.7361464921135884,0.26837025573980067,0.10602741727163643,,,0.04904513888888884,0.002493327552350433,0.001709939726032672,-0.049795093472894306,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,field_zone,backed_up,test,84,0.5343165059557572,0.7354300608019093,0.2671956719579188,0.1430866505774132,,,84,0.5116279069767442,0.7321770434488607,0.26688335636373944,0.15005942956820528,,,0.022688598979012986,-0.003253017353048615,-0.0003123155941793798,0.006972778990792072,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,pressure_bucket,standard_rush,test,143,0.5643137254901961,0.70911336078148,0.25601521521751497,0.1373312903054539,,,143,0.514313725490196,0.7199848030609312,0.2614503434244615,0.10565435492265793,,,0.050000000000000044,0.010871442279451138,0.005435128206946527,-0.03167693538279598,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,qb_location,S,test,115,0.5919050517346317,0.685071690467776,0.2452837959585537,0.12875122046528328,,,115,0.5526475958612294,0.6971520950564997,0.25095364481614757,0.10140760497739278,,,0.03925745587340235,0.012080404588723614,0.005669848857593862,-0.027343615487890507,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,score_state,one_score,test,67,0.5915750915750916,0.681961786221391,0.24170732705682824,0.15521912953536757,,,67,0.48809523809523814,0.7124419211847539,0.2559390102675679,0.1412978545839471,,,0.10347985347985345,0.03048013496336288,0.014231683210739643,-0.013921274951420454,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,score_state,trailing_big,test,55,0.5702917771883289,0.7159709419844076,0.2615071501086137,0.14676764355263594,,,55,0.4960212201591512,0.7229479896254207,0.26458015480034097,0.1576785115502691,,,0.07427055702917773,0.0069770476410131455,0.003073004691727277,0.010910867997633161,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,starting_hash,L,test,66,0.581547064305685,0.7489017305779355,0.2742359012424786,0.19781851387518287,,,66,0.516309412861137,0.7581702959872874,0.27935657171759404,0.17035138838063565,,,0.06523765144454807,0.009268565409351837,0.005120670475115441,-0.027467125494547218,,,full,context_plus_motion
tracking_only,classification,success,logistic_regression,starting_hash,R,test,60,0.5805714285714285,0.6801953867784258,0.24273574093534175,0.12117283978533293,,,60,0.5177142857142858,0.695422345385062,0.2496221266386422,0.08859527774075283,,,0.06285714285714272,0.015226958606636143,0.0068863857033004405,-0.032577562044580094,,,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,box_bucket,standard_box,test,103,,,,,1.3470599916275237,1.0067136598495172,103,,,,,1.358220842527123,1.0018857150151266,,,,,0.011160850899599284,-0.004827944834390641,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,distance_bucket,long,test,92,,,,,1.3827341204864536,0.9242497604609459,92,,,,,1.400023924418328,0.9289435469117779,,,,,0.017289803931874292,0.0046937864508320715,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,down_bucket,early_down,test,96,,,,,1.2785868305842774,0.8291946650299482,96,,,,,1.2883917049468891,0.8270590125560983,,,,,0.009804874362611793,-0.002135652473849947,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,field_zone,backed_up,test,84,,,,,1.2491213202829634,0.9740691304033069,84,,,,,1.256997921632539,0.9771199031880723,,,,,0.007876601349575685,0.0030507727847653987,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,pressure_bucket,standard_rush,test,143,,,,,1.6006222428109746,1.1266569899093872,143,,,,,1.6242200429866125,1.1407286993427732,,,,,0.02359780017563784,0.014071709433385982,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,qb_location,S,test,115,,,,,1.5398629723766435,1.1063043494308378,115,,,,,1.5677093816752299,1.1263912013723707,,,,,0.027846409298586394,0.020086851941532924,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,score_state,one_score,test,67,,,,,1.483735124362511,1.0115403748493024,67,,,,,1.5018474100405355,1.020531912096921,,,,,0.018112285678024476,0.008991537247618586,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,score_state,trailing_big,test,55,,,,,1.7557200915665339,1.2477470640056934,55,,,,,1.8021600568136091,1.2918323013384014,,,,,0.04643996524707528,0.04408523733270808,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,starting_hash,L,test,66,,,,,1.6534415485927942,1.197051757385812,66,,,,,1.6811631208134368,1.2102701140666274,,,,,0.027721572220642532,0.013218356680815502,full,context_plus_motion
tracking_only,regression,epa,gradient_boosting,starting_hash,R,test,60,,,,,1.60630815981584,1.0716655050390071,60,,,,,1.6376796001353329,1.0928357603233154,,,,,0.031371440319492905,0.02117025528430827,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,box_bucket,standard_box,test,103,,,,,1.31430937387486,0.9899295299807169,103,,,,,1.3249199675658903,0.9929261485962853,,,,,0.010610593691030346,0.002996618615568325,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,distance_bucket,long,test,92,,,,,1.3874233499035133,0.9337542536013429,92,,,,,1.4012516027290165,0.9373702886090668,,,,,0.013828252825503151,0.0036160350077238945,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,down_bucket,early_down,test,96,,,,,1.2980864512629307,0.8384908100191767,96,,,,,1.3084990561643277,0.8409669091490429,,,,,0.01041260490139706,0.0024760991298662383,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,field_zone,backed_up,test,84,,,,,1.2583009817811694,0.9851161747386235,84,,,,,1.2672502271180839,0.9810207450994997,,,,,0.008949245336914435,-0.004095429639123793,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,pressure_bucket,standard_rush,test,143,,,,,1.59191191347107,1.1264462830666722,143,,,,,1.6042511729742341,1.1335237662569988,,,,,0.012339259503164168,0.007077483190326639,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,qb_location,S,test,115,,,,,1.523178180556189,1.1024400370488878,115,,,,,1.5297730958525853,1.1078079286485838,,,,,0.00659491529639622,0.005367891599695973,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,score_state,one_score,test,67,,,,,1.493846046464125,1.0186335620545557,67,,,,,1.5304514811600332,1.045867816792217,,,,,0.03660543469590816,0.02723425473766139,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,score_state,trailing_big,test,55,,,,,1.7086698528417301,1.2159979073477227,55,,,,,1.7082109103991547,1.213987812231481,,,,,-0.00045894244257538297,-0.002010095116241839,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,starting_hash,L,test,66,,,,,1.6274121687698477,1.1844040781503757,66,,,,,1.6373309315605251,1.1960062696999978,,,,,0.009918762790677382,0.011602191549622054,full,context_plus_motion
tracking_only,regression,epa,ridge_regression,starting_hash,R,test,60,,,,,1.6283955753163877,1.0991304542350664,60,,,,,1.6441512951359127,1.0984581219457001,,,,,0.01575571981952506,-0.0006723322893662509,full,context_plus_motion
