evaluation_slice,task,target,model_name,group_column,group_value,dataset_split,n_obs_context_plus_motion,auroc_context_plus_motion,log_loss_context_plus_motion,brier_score_context_plus_motion,expected_calibration_error_context_plus_motion,rmse_context_plus_motion,mae_context_plus_motion,n_obs_context_only,auroc_context_only,log_loss_context_only,brier_score_context_only,expected_calibration_error_context_only,rmse_context_only,mae_context_only,improvement_auroc,improvement_log_loss,improvement_brier_score,improvement_expected_calibration_error,improvement_rmse,improvement_mae,candidate_feature_set,baseline_feature_set
all,regression,epa,ridge_regression,qb_location,0,test,225,,,,,1.7799951395331322,1.266991194057282,225,,,,,1.8321102872983035,1.2987224825348307,,,,,0.052115147765171344,0.03173128847754869,context_plus_motion,context_only
all,regression,epa,ridge_regression,qb_location,P,test,666,,,,,1.690156173830999,1.1911609394629663,666,,,,,1.6507147600895915,1.1422846050913475,,,,,-0.039441413741407416,-0.04887633437161876,context_plus_motion,context_only
all,regression,epa,ridge_regression,qb_location,S,test,16342,,,,,1.7482741488259277,1.2465496187804834,16342,,,,,1.7057086226601026,1.2064576031092682,,,,,-0.042565526165825096,-0.04009201567121523,context_plus_motion,context_only
all,regression,epa,ridge_regression,qb_location,U,test,2883,,,,,1.6673925814972113,1.2065994734162022,2883,,,,,1.6058716544108995,1.1342731914003914,,,,,-0.06152092708631174,-0.07232628201581082,context_plus_motion,context_only
all,regression,epa,ridge_regression,score_state,leading_big,test,2264,,,,,1.758662343479595,1.2746948854882134,2264,,,,,1.711556181641422,1.2326002243422547,,,,,-0.047106161838172955,-0.04209466114595872,context_plus_motion,context_only
all,regression,epa,ridge_regression,score_state,one_score,test,12762,,,,,1.7279312042104846,1.2321661233877714,12762,,,,,1.6819167130334765,1.186182757385735,,,,,-0.04601449117700818,-0.04598336600203634,context_plus_motion,context_only
all,regression,epa,ridge_regression,score_state,trailing_big,test,5090,,,,,1.743526756550665,1.2411224103918939,5090,,,,,1.7061614880432983,1.2004602374680844,,,,,-0.037365268507366656,-0.04066217292380947,context_plus_motion,context_only
all,regression,epa,ridge_regression,starting_hash,0,test,227,,,,,1.780085298128477,1.269736195436856,227,,,,,1.834422022463791,1.2970615622528354,,,,,0.05433672433531411,0.027325366815979413,context_plus_motion,context_only
all,regression,epa,ridge_regression,starting_hash,L,test,9159,,,,,1.756244681795628,1.2529672050535952,9159,,,,,1.7076397883380448,1.2033171860432916,,,,,-0.04860489345758334,-0.049650019010303525,context_plus_motion,context_only
all,regression,epa,ridge_regression,starting_hash,M,test,2114,,,,,1.7415831337241006,1.235337703585967,2114,,,,,1.7018387633453949,1.2021246724683243,,,,,-0.03974437037870571,-0.03321303111764262,context_plus_motion,context_only
all,regression,epa,ridge_regression,starting_hash,R,test,8616,,,,,1.7101392814102665,1.224752286848191,8616,,,,,1.6674672585738333,1.1817673197748635,,,,,-0.04267202283643323,-0.04298496707332755,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,box_bucket,standard_box,test,103,0.5433723196881092,0.5785312779041918,0.1946006035458278,0.07469885334703105,,,103,0.6120857699805068,0.5608273423792854,0.18886282512668714,0.09026399215687511,,,-0.06871345029239762,-0.017703935524906345,-0.0057377784191406656,0.015565138809844059,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,distance_bucket,long,test,92,0.5872715816005041,0.5559035590613979,0.18488204085497018,0.0605793721645837,,,92,0.5923125393824826,0.5614055258627019,0.18921368072843406,0.06322376545455709,,,-0.00504095778197855,0.005501966801303992,0.004331639873463883,0.0026443932899733874,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,down_bucket,early_down,test,96,0.5245657568238213,0.6502643602090671,0.2240760679343897,0.07426491197132759,,,96,0.6014888337468982,0.6283610493011815,0.21721900080847556,0.08129741386012576,,,-0.07692307692307687,-0.021903310907885554,-0.006857067125914135,0.0070325018887981705,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,field_zone,backed_up,test,84,0.5341130604288499,0.6479768743755502,0.22312454097755272,0.05846715367896007,,,84,0.5510071474983755,0.6439930978631698,0.22363841376898114,0.065356559219781,,,-0.016894087069525665,-0.003983776512380355,0.0005138727914284213,0.006889405540820924,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,pressure_bucket,standard_rush,test,143,0.5702479338842976,0.6206065225185555,0.21212948597448916,0.05357210979562452,,,143,0.6067493112947657,0.6023248436978321,0.2058054506270091,0.07218066438563595,,,-0.036501377410468105,-0.0182816788207234,-0.00632403534748005,0.018608554590011428,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,qb_location,S,test,115,0.6001386001386002,0.6181864578213532,0.21240769203100135,0.03837271612420118,,,115,0.6195426195426195,0.6055543208012621,0.2081403532963418,0.07253848162141395,,,-0.019404019404019257,-0.012632137020091028,-0.004267338734659537,0.03416576549721277,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,score_state,one_score,test,67,0.5276595744680851,0.6355843851403826,0.2158367526874299,0.07194458079295726,,,67,0.548936170212766,0.6107079248965888,0.2069917660425528,0.0741528700099284,,,-0.021276595744680882,-0.024876460243793863,-0.008844986644877123,0.0022082892169711377,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,score_state,trailing_big,test,55,0.5386996904024768,0.6231718734681182,0.2156131250568401,0.08059888122095293,,,55,0.5835913312693498,0.6243329390325753,0.21745250293517931,0.13849061787923428,,,-0.04489164086687303,0.0011610655644570533,0.00183937787833921,0.057891736658281345,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,starting_hash,L,test,66,0.44214876033057854,0.6902296423485437,0.23944471848269133,0.13223911810465108,,,66,0.5526859504132231,0.6444125761384604,0.22217106416341373,0.11625423794140785,,,-0.11053719008264457,-0.0458170662100833,-0.017273654319277604,-0.01598488016324323,,,context_plus_motion,context_only
tracking_only,classification,completion,gradient_boosting,starting_hash,R,test,60,0.7328042328042328,0.5601770149491488,0.18869321813752657,0.06768787207765245,,,60,0.712962962962963,0.552145789718831,0.18566780068961092,0.07546882777992397,,,0.01984126984126977,-0.008031225230317851,-0.0030254174479156515,0.007780955702271525,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,box_bucket,standard_box,test,103,0.5253411306042886,0.6336349758039149,0.22105629779443065,0.14212729706854124,,,103,0.5784600389863548,0.5819920268715357,0.19903607228854003,0.07300216342508427,,,-0.05311890838206623,-0.051642948932379196,-0.02202022550589061,-0.06912513364345697,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,distance_bucket,long,test,92,0.5589161940768745,0.606531532414686,0.20811610701672353,0.14496308799162627,,,92,0.571518588531821,0.5748447012807368,0.19444673283585936,0.06403513836897827,,,-0.012602394454946486,-0.03168683113394921,-0.013669374180864169,-0.080927949622648,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,down_bucket,early_down,test,96,0.5220843672456575,0.6499124524840284,0.2274454226290762,0.11845773747387159,,,96,0.5751861042183624,0.6298718153094097,0.2173345174446258,0.065421413853993,,,-0.053101736972704816,-0.02004063717461868,-0.010110905184450375,-0.05303632361987859,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,field_zone,backed_up,test,84,0.48538011695906436,0.6667368867162562,0.23573867809000149,0.09473777415844441,,,84,0.5263157894736842,0.658357006709745,0.23008029259763532,0.13342144789423815,,,-0.040935672514619825,-0.008379880006511242,-0.005658385492366164,0.03868367373579375,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,pressure_bucket,standard_rush,test,143,0.5165289256198348,0.653896657870212,0.2299967381912974,0.11762585658795513,,,143,0.5771349862258953,0.6191553568130009,0.21313995390122453,0.04639978629744598,,,-0.06060606060606055,-0.03474130105721107,-0.016856784290072868,-0.07122607029050915,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,qb_location,S,test,115,0.5311850311850312,0.6529386583493464,0.229925850920657,0.10115078262972363,,,115,0.5803880803880804,0.626561456052529,0.2171528263571492,0.07130538498236992,,,-0.04920304920304919,-0.026377202296817392,-0.012773024563507818,-0.029845397647353708,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,score_state,one_score,test,67,0.42659574468085104,0.6845122450788396,0.24396755356253916,0.17278147570911867,,,67,0.5287234042553192,0.6358504550338608,0.21961713601290214,0.11008784968338119,,,-0.10212765957446812,-0.048661790044978726,-0.024350417549637016,-0.06269362602573748,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,score_state,trailing_big,test,55,0.5232198142414861,0.6531956026084264,0.23032894953970443,0.12099024915370563,,,55,0.5402476780185759,0.6317528651119257,0.2190594662166551,0.08140293682716951,,,-0.017027863777089758,-0.021442737496500608,-0.011269483323049334,-0.03958731232653612,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,starting_hash,L,test,66,0.47417355371900827,0.6853095883813314,0.24418122496160943,0.15616240509366916,,,66,0.5413223140495868,0.6565497463947727,0.22924504705972187,0.09316959185363002,,,-0.06714876033057848,-0.028759841986558676,-0.01493617790188756,-0.06299281324003914,,,context_plus_motion,context_only
tracking_only,classification,completion,logistic_regression,starting_hash,R,test,60,0.5661375661375662,0.6216738753287913,0.21511348357708576,0.10901496794219036,,,60,0.6428571428571428,0.5842973661323092,0.19744113864953894,0.06828639072369458,,,-0.07671957671957663,-0.037376509196482055,-0.017672344927546824,-0.04072857721849578,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,box_bucket,standard_box,test,103,0.7354838709677419,0.28462652076929945,0.081538790140033,0.024819866712101422,,,103,0.6978494623655913,0.2958520170759218,0.08665132895654781,0.026934485428065674,,,0.037634408602150615,0.01122549630662234,0.005112538816514814,0.002114618715964252,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,distance_bucket,long,test,92,0.7519640852974186,0.3207798050603745,0.09532429309761051,0.038756637066794254,,,92,0.696969696969697,0.3465039932142845,0.10386118635633146,0.06862633504823164,,,0.05499438832772163,0.025724188153909977,0.008536893258720951,0.029869697981437383,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,down_bucket,early_down,test,96,0.8494318181818182,0.2334144545479743,0.06628426881438595,0.04626634463555939,,,96,0.7713068181818181,0.2534378925117788,0.07287013349470471,0.0330243610613674,,,0.07812500000000011,0.020023437963804486,0.0065858646803187565,-0.013241983574191991,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,field_zone,backed_up,test,84,0.7161410018552875,0.2686116181237844,0.07199750509159879,0.06493560446747795,,,84,0.6716141001855287,0.2814995835800357,0.0785744245504642,0.038400061126716206,,,0.04452690166975881,0.01288796545625126,0.006576919458865418,-0.026535543340761747,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,pressure_bucket,standard_rush,test,143,0.7320044296788483,0.28513682406842805,0.0812389708067329,0.02535026616002922,,,143,0.7198228128460687,0.2948406606312015,0.08568639594320099,0.028411626902591032,,,0.012181616832779518,0.00970383656277346,0.004447425136468092,0.003061360742561813,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,qb_location,S,test,115,0.700952380952381,0.2728495451636621,0.07583569641664707,0.0102284113187242,,,115,0.7219047619047618,0.2705824268702306,0.07659695917018813,0.012813783218417077,,,-0.020952380952380834,-0.0022671182934315137,0.0007612627535410615,0.002585371899692877,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,score_state,one_score,test,67,0.7896825396825397,0.21155249886726915,0.05499498197596483,0.06600710293077348,,,67,0.6428571428571429,0.23037555253643027,0.06115901111415526,0.0496867602237563,,,0.14682539682539675,0.01882305366916112,0.006164029138190433,-0.016320342707017182,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,score_state,trailing_big,test,55,0.6845238095238095,0.3592093597893514,0.10519179854909334,0.03625733692790299,,,55,0.7291666666666666,0.35077063361326377,0.10396112302653018,0.04158897777023876,,,-0.044642857142857095,-0.008438726176087652,-0.00123067552256316,0.005331640842335769,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,starting_hash,L,test,66,0.7142857142857142,0.30701116589363037,0.0862762821785437,0.061114458905214164,,,66,0.5835351089588379,0.3458075925096844,0.09880736256343142,0.06266114322336679,,,0.13075060532687632,0.038796426616054036,0.012531080384887719,0.0015466843181526219,,,context_plus_motion,context_only
tracking_only,classification,explosive,gradient_boosting,starting_hash,R,test,60,0.8258928571428572,0.21953675069300962,0.05865647035477053,0.0427938230854483,,,60,0.90625,0.19791203583711264,0.054592920758773464,0.03648970228138611,,,-0.0803571428571428,-0.02162471485589698,-0.004063549595997064,-0.006304120804062195,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,box_bucket,standard_box,test,103,0.6688172043010753,0.9143679827405746,0.34562052249192704,0.47799969993117714,,,103,0.7290322580645161,0.9388751406739486,0.35726452924961616,0.4940468374992242,,,-0.06021505376344083,0.02450715793337399,0.011644006757689118,0.016047137568047043,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,distance_bucket,long,test,92,0.7194163860830527,0.9069312201991507,0.3396659413886108,0.47337877815849466,,,92,0.728395061728395,0.9336534831650387,0.3505375454573236,0.4835367028117209,,,-0.008978675645342271,0.026722262965887977,0.010871604068712792,0.010157924653226236,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,down_bucket,early_down,test,96,0.7826704545454546,0.8807103536728044,0.33008890773956107,0.48207965538102543,,,96,0.7940340909090908,0.8799066437063305,0.3325146379791759,0.48568711932040237,,,-0.011363636363636243,-0.0008037099664738312,0.002425730239614843,0.0036074639393769425,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,field_zone,backed_up,test,84,0.7736549165120593,1.0248083734115665,0.3918732037411129,0.5622115335770017,,,84,0.7662337662337662,1.0663181138909927,0.4060855423658718,0.5711118063949084,,,0.007421150278293154,0.04150974047942624,0.014212338624758902,0.00890027281790673,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,pressure_bucket,standard_rush,test,143,0.7170542635658914,0.8979237339777286,0.3388591441960924,0.47765067364025804,,,143,0.730343300110742,0.9174104004605961,0.34592493277853614,0.48462772396073456,,,-0.013289036544850585,0.019486666482867454,0.007065788582443722,0.006977050320476519,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,qb_location,S,test,115,0.6942857142857143,0.8426261106207044,0.3162730719128179,0.4599075716428539,,,115,0.7266666666666667,0.8758763330492597,0.3292238029870076,0.4742411926641039,,,-0.0323809523809524,0.033250222428555354,0.012950731074189703,0.01433362102125002,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,score_state,one_score,test,67,0.7182539682539683,1.0302495264745448,0.39361123737789605,0.543875511027291,,,67,0.7341269841269842,1.0534638978094935,0.40176430671698526,0.5510999217481947,,,-0.015873015873015928,0.023214371334948636,0.008153069339089214,0.007224410720903629,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,score_state,trailing_big,test,55,0.7083333333333334,0.7846987234527202,0.2898921765284486,0.41832834861868495,,,55,0.7589285714285714,0.776450107683407,0.28888535761027656,0.42573197751125813,,,-0.050595238095238027,-0.008248615769313128,-0.0010068189181720588,0.0074036288925731775,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,starting_hash,L,test,66,0.8014527845036319,0.8130142561434314,0.3046224361712742,0.4407105557720514,,,66,0.7215496368038741,0.8871109987803307,0.33249416350801286,0.45743067165083456,,,0.07990314769975781,0.07409674263689936,0.02787172733673865,0.016720115878783137,,,context_plus_motion,context_only
tracking_only,classification,explosive,logistic_regression,starting_hash,R,test,60,0.5267857142857143,1.0488388101860346,0.39852456674015113,0.5483014080693344,,,60,0.6919642857142856,0.998203956827459,0.3783807043565042,0.5408217535689345,,,-0.16517857142857129,-0.05063485335857565,-0.020143862383646904,-0.0074796545003998904,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,box_bucket,standard_box,test,103,0.5448275862068965,0.6885178356416325,0.24764455647914588,0.02032241019205617,,,103,0.542911877394636,0.6860235654192893,0.24616977322894856,0.14246096868510144,,,0.0019157088122605526,-0.0024942702223431645,-0.0014747832501973146,0.12213855849304528,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,distance_bucket,long,test,92,0.5225439012814428,0.7059766334587781,0.2554766935605253,0.07166918878277741,,,92,0.535358329378263,0.7003235584143914,0.25232607826664266,0.07433942200806531,,,-0.012814428096820207,-0.005653075044386724,-0.0031506152938826637,0.0026702332252879074,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,down_bucket,early_down,test,96,0.5104166666666667,0.7038622772065036,0.2550311564134106,0.0563593765225605,,,96,0.5425347222222222,0.6949751929409603,0.2503733762834297,0.07872076827959255,,,-0.03211805555555547,-0.008887084265543299,-0.004657780129980915,0.022361391757032056,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,field_zone,backed_up,test,84,0.5048213272830402,0.7227429615501069,0.2637314704724501,0.10048526296241404,,,84,0.48440158820192847,0.7271152293114278,0.26488867607537553,0.1374875335538872,,,0.02041973908111172,0.004372267761320936,0.0011572056029254263,0.037002270591473166,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,pressure_bucket,standard_rush,test,143,0.528235294117647,0.7046422191190028,0.2550326259464398,0.04402740182063337,,,143,0.5776470588235294,0.6892070716477272,0.2469993226829204,0.10046835323910447,,,-0.04941176470588238,-0.015435147471275612,-0.008033303263519365,0.0564409514184711,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,qb_location,S,test,115,0.5690809494826536,0.6913316427560989,0.24848072106971536,0.03215608223030368,,,115,0.6402921485088253,0.666316992598058,0.23596079461839709,0.10442446529113408,,,-0.07121119902617168,-0.02501465015804094,-0.012519926451318275,0.0722683830608304,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,score_state,one_score,test,67,0.5485347985347986,0.6861621452307874,0.24623234258512117,0.06889481541470834,,,67,0.5787545787545787,0.6729708626788751,0.23969464643149152,0.17347415713124376,,,-0.030219780219780112,-0.013191282551912376,-0.006537696153629646,0.10457934171653542,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,score_state,trailing_big,test,55,0.49999999999999994,0.7302427372558526,0.26693746056574386,0.11824535206123349,,,55,0.5503978779840849,0.7230224898002636,0.2621606173869322,0.12162978181155568,,,-0.05039787798408496,-0.007220247455589024,-0.004776843178811663,0.0033844297503221876,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,starting_hash,L,test,66,0.4808946877912395,0.7331139195191476,0.26935887840179457,0.14334007916908223,,,66,0.5237651444547997,0.7223260164140547,0.2633261567773611,0.1080345645982286,,,-0.04287045666356021,-0.010787903105092922,-0.006032721624433468,-0.035305514570853624,,,context_plus_motion,context_only
tracking_only,classification,success,gradient_boosting,starting_hash,R,test,60,0.5977142857142856,0.6829012631670361,0.2437441347172516,0.10732256602053389,,,60,0.6411428571428571,0.6622922019616801,0.23318637419829863,0.099557736552953,,,-0.04342857142857148,-0.020609061205355994,-0.010557760518952963,-0.0077648294675808915,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,box_bucket,standard_box,test,103,0.5371647509578545,0.6926982424056367,0.2488914933120359,0.060783062280631094,,,103,0.5735632183908047,0.6872750314652133,0.24661130453215088,0.08789524247770716,,,-0.036398467432950166,-0.0054232109404234174,-0.0022801887798850062,0.02711218019707607,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,distance_bucket,long,test,92,0.5201708590412909,0.7042146000964663,0.2547553055854213,0.09188251833208157,,,92,0.5358329378262934,0.7117754482162075,0.25766291641560385,0.12078810296567276,,,-0.015662078785002476,0.007560848119741226,0.0029076108301825387,0.02890558463359119,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,down_bucket,early_down,test,96,0.5043402777777778,0.7361464921135884,0.26837025573980067,0.10602741727163643,,,96,0.5603298611111112,0.7451901574938283,0.2717685151421236,0.14933087099236905,,,-0.05598958333333337,0.00904366538023993,0.003398259402322912,0.04330345372073262,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,field_zone,backed_up,test,84,0.5116279069767442,0.7321770434488607,0.26688335636373944,0.15005942956820528,,,84,0.5382870107770845,0.7438568077779172,0.2707530593767818,0.13892673325311425,,,-0.02665910380034031,0.011679764329056486,0.003869703013042347,-0.011132696315091034,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,pressure_bucket,standard_rush,test,143,0.514313725490196,0.7199848030609312,0.2614503434244615,0.10565435492265793,,,143,0.5650980392156862,0.7178007286852353,0.25985340161241244,0.1197932617115796,,,-0.05078431372549019,-0.002184074375695899,-0.0015969418120490575,0.01413890678892167,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,qb_location,S,test,115,0.5526475958612294,0.6971520950564997,0.25095364481614757,0.10140760497739278,,,115,0.5946439440048691,0.6876258907715588,0.24699429071101153,0.10341688965264458,,,-0.04199634814363973,-0.009526204284940887,-0.003959354105136037,0.002009284675251799,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,score_state,one_score,test,67,0.48809523809523814,0.7124419211847539,0.2559390102675679,0.1412978545839471,,,67,0.6071428571428571,0.679581487812177,0.2407576872391567,0.11713771729013134,,,-0.11904761904761896,-0.032860433372576936,-0.015181323028411187,-0.024160137293815775,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,score_state,trailing_big,test,55,0.4960212201591512,0.7229479896254207,0.26458015480034097,0.1576785115502691,,,55,0.5371352785145889,0.7344366874362128,0.2699084624789267,0.160838778222277,,,-0.04111405835543769,0.011488697810792092,0.00532830767858572,0.0031602666720078887,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,starting_hash,L,test,66,0.516309412861137,0.7581702959872874,0.27935657171759404,0.17035138838063565,,,66,0.5908667287977633,0.7690922674136543,0.2826181973279814,0.20384906341300002,,,-0.07455731593662629,0.010921971426366972,0.003261625610387342,0.033497675032364366,,,context_plus_motion,context_only
tracking_only,classification,success,logistic_regression,starting_hash,R,test,60,0.5177142857142858,0.695422345385062,0.2496221266386422,0.08859527774075283,,,60,0.5714285714285714,0.6818128312338361,0.24419725292723776,0.1011673404853334,,,-0.0537142857142856,-0.01360951415122591,-0.005424873711404432,0.012572062744580573,,,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,box_bucket,standard_box,test,103,,,,,1.358220842527123,1.0018857150151266,103,,,,,1.338047583181289,1.004417190672796,,,,,-0.020173259345833916,0.002531475657669313,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,distance_bucket,long,test,92,,,,,1.400023924418328,0.9289435469117779,92,,,,,1.3802034545655995,0.9250245870428315,,,,,-0.01982046985272845,-0.0039189598689464145,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,down_bucket,early_down,test,96,,,,,1.2883917049468891,0.8270590125560983,96,,,,,1.2709154627789425,0.8240963132799483,,,,,-0.017476242167946632,-0.002962699276150005,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,field_zone,backed_up,test,84,,,,,1.256997921632539,0.9771199031880723,84,,,,,1.2484878084339608,0.9778549690511585,,,,,-0.008510113198578306,0.0007350658630862483,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,pressure_bucket,standard_rush,test,143,,,,,1.6242200429866125,1.1407286993427732,143,,,,,1.5949107709386512,1.1267584863139957,,,,,-0.0293092720479613,-0.013970213028777545,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,qb_location,S,test,115,,,,,1.5677093816752299,1.1263912013723707,115,,,,,1.536160330981273,1.1064950921223904,,,,,-0.03154905069395686,-0.01989610924998031,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,score_state,one_score,test,67,,,,,1.5018474100405355,1.020531912096921,67,,,,,1.4884856689448636,1.0139780339601172,,,,,-0.013361741095671897,-0.006553878136803748,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,score_state,trailing_big,test,55,,,,,1.8021600568136091,1.2918323013384014,55,,,,,1.7419828261581778,1.2442137988542907,,,,,-0.060177230655431346,-0.0476185024841107,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,starting_hash,L,test,66,,,,,1.6811631208134368,1.2102701140666274,66,,,,,1.64341181703998,1.1968549932395836,,,,,-0.0377513037734567,-0.01341512082704388,context_plus_motion,context_only
tracking_only,regression,epa,gradient_boosting,starting_hash,R,test,60,,,,,1.6376796001353329,1.0928357603233154,60,,,,,1.6048927918631588,1.072817125430307,,,,,-0.03278680827217406,-0.02001863489300848,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,box_bucket,standard_box,test,103,,,,,1.3249199675658903,0.9929261485962853,103,,,,,1.324924889555825,0.9995998589734022,,,,,4.921989934736359e-06,0.006673710377116948,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,distance_bucket,long,test,92,,,,,1.4012516027290165,0.9373702886090668,92,,,,,1.395981377451681,0.9432845411165868,,,,,-0.005270225277335561,0.005914252507519979,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,down_bucket,early_down,test,96,,,,,1.3084990561643277,0.8409669091490429,96,,,,,1.30442988845641,0.8457360009015679,,,,,-0.004069167707917654,0.004769091752524934,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,field_zone,backed_up,test,84,,,,,1.2672502271180839,0.9810207450994997,84,,,,,1.2767466580452216,0.9954467512823499,,,,,0.0094964309271377,0.014426006182850282,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,pressure_bucket,standard_rush,test,143,,,,,1.6042511729742341,1.1335237662569988,143,,,,,1.6010960446490743,1.1352086755757813,,,,,-0.0031551283251598505,0.0016849093187825126,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,qb_location,S,test,115,,,,,1.5297730958525853,1.1078079286485838,115,,,,,1.5294637870173224,1.1086829134211713,,,,,-0.0003093088352628115,0.0008749847725875171,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,score_state,one_score,test,67,,,,,1.5304514811600332,1.045867816792217,67,,,,,1.493038665386952,1.0173105811972727,,,,,-0.03741281577308109,-0.028557235594944386,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,score_state,trailing_big,test,55,,,,,1.7082109103991547,1.213987812231481,55,,,,,1.7223578676088238,1.2309941255614554,,,,,0.014146957209669075,0.017006313329974487,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,starting_hash,L,test,66,,,,,1.6373309315605251,1.1960062696999978,66,,,,,1.643390389126634,1.2049825585689506,,,,,0.006059457566108817,0.008976288868952853,context_plus_motion,context_only
tracking_only,regression,epa,ridge_regression,starting_hash,R,test,60,,,,,1.6441512951359127,1.0984581219457001,60,,,,,1.6281609754459405,1.0949886758829293,,,,,-0.01599031968997222,-0.0034694460627708867,context_plus_motion,context_only
